,Label,tweet,Tokenization,Stop_Removal,Tweet_Stemmed
112,Negatif,  garut hadir  geus lila aing cape dibohongan wae  lalilieur sagala mahal sagala lalengitan  zaman geus edan              goodbyejokowi  lengserkanjokowi,"['', 'garut', 'hadir', 'geus', 'lila', 'aing', 'cape', 'dibohongan', 'wae', 'lalilieur', 'sagala', 'mahal', 'sagala', 'lalengitan', 'zaman', 'geus', 'edan', 'goodbyejokowi', 'lengserkanjokowi']","['', 'garut', 'hadir', 'geus', 'lila', 'aing', 'cape', 'dibohongan', 'wae', 'lalilieur', 'sagala', 'mahal', 'sagala', 'lalengitan', 'zaman', 'geus', 'edan', 'goodbyejokowi', 'lengserkanjokowi']","['', 'garut', 'hadir', 'geus', 'lila', 'aing', 'cape', 'bohong', 'wae', 'lalilieur', 'sagala', 'mahal', 'sagala', 'lalengitan', 'zaman', 'geus', 'edan', 'goodbyejokowi', 'lengserkanjokowi']"
113,Negatif,saatnya lengser goodbyejokowi  goodbyejokowi,"['saatnya', 'lengser', 'goodbyejokowi', 'goodbyejokowi']","['lengser', 'goodbyejokowi', 'goodbyejokowi']","['lengser', 'goodbyejokowi', 'goodbyejokowi']"
114,Positif,goodbyejokowi tiba  kangen  ,"['goodbyejokowi', 'tiba', 'kangen', '']","['goodbyejokowi', 'kangen', '']","['goodbyejokowi', 'kangen', '']"
115,Negatif,  muak mual mules goodbyejokowi  goodbyejokowi,"['', 'muak', 'mual', 'mules', 'goodbyejokowi', 'goodbyejokowi']","['', 'muak', 'mual', 'mules', 'goodbyejokowi', 'goodbyejokowi']","['', 'muak', 'mual', 'mules', 'goodbyejokowi', 'goodbyejokowi']"
116,Positif, tetap kawal goodbyejokowi,"['', 'tetap', 'kawal', 'goodbyejokowi']","['', 'kawal', 'goodbyejokowi']","['', 'kawal', 'goodbyejokowi']"
117,Negatif,  setelah membandingkan dengan rezim pemerintahan lain di indonesia  dapat ditarik kesimpulan bahwa tidak ada rezim yang lebih brutal dalam menaikkan harga kebutuhan publik selain era pemerintahan jokowi ma   trade mark ruf amin saat ini  goodbyejokowi  fakta elite  ,"['', 'setelah', 'membandingkan', 'dengan', 'rezim', 'pemerintahan', 'lain', 'di', 'indonesia', 'dapat', 'ditarik', 'kesimpulan', 'bahwa', 'tidak', 'ada', 'rezim', 'yang', 'lebih', 'brutal', 'dalam', 'menaikkan', 'harga', 'kebutuhan', 'publik', 'selain', 'era', 'pemerintahan', 'jokowi', 'ma', 'trade', 'mark', 'ruf', 'amin', 'saat', 'ini', 'goodbyejokowi', 'fakta', 'elite', '']","['', 'membandingkan', 'rezim', 'pemerintahan', 'indonesia', 'ditarik', 'kesimpulan', 'rezim', 'brutal', 'menaikkan', 'harga', 'kebutuhan', 'publik', 'era', 'pemerintahan', 'jokowi', 'ma', 'trade', 'mark', 'ruf', 'amin', 'goodbyejokowi', 'fakta', 'elite', '']","['', 'banding', 'rezim', 'perintah', 'indonesia', 'tarik', 'simpul', 'rezim', 'brutal', 'naik', 'harga', 'butuh', 'publik', 'era', 'perintah', 'jokowi', 'ma', 'trade', 'mark', 'ruf', 'amin', 'goodbyejokowi', 'fakta', 'elite', '']"
118,Positif,hidup mahasiswa indonesia         goodbyejokowi  goodbyejokowi  ,"['hidup', 'mahasiswa', 'indonesia', 'goodbyejokowi', 'goodbyejokowi', '']","['hidup', 'mahasiswa', 'indonesia', 'goodbyejokowi', 'goodbyejokowi', '']","['hidup', 'mahasiswa', 'indonesia', 'goodbyejokowi', 'goodbyejokowi', '']"
119,Negatif,jangan kasih kendor sampai  penipu tumbang goodbyejokowi,"['jangan', 'kasih', 'kendor', 'sampai', 'penipu', 'tumbang', 'goodbyejokowi']","['kasih', 'kendor', 'penipu', 'tumbang', 'goodbyejokowi']","['kasih', 'kendor', 'tipu', 'tumbang', 'goodbyejokowi']"
120,Negatif,dibilang pemimpin  kegiatannya kayak model  dibilang model  you know lah           dibilang gagah  ya gimana ya           jadi pengen ngiris bawang sepanci      goodbyejokowi,"['dibilang', 'pemimpin', 'kegiatannya', 'kayak', 'model', 'dibilang', 'model', 'you', 'know', 'lah', 'dibilang', 'gagah', 'ya', 'gimana', 'ya', 'jadi', 'pengen', 'ngiris', 'bawang', 'sepanci', 'goodbyejokowi']","['dibilang', 'pemimpin', 'kegiatannya', 'kayak', 'model', 'dibilang', 'model', 'you', 'know', 'dibilang', 'gagah', 'ya', 'gimana', 'ya', 'pengen', 'ngiris', 'bawang', 'sepanci', 'goodbyejokowi']","['bilang', 'pimpin', 'giat', 'kayak', 'model', 'bilang', 'model', 'you', 'know', 'bilang', 'gagah', 'ya', 'gimana', 'ya', 'ken', 'ngiris', 'bawang', 'panci', 'goodbyejokowi']"
121,Negatif, ndang balio neng panggonmu   goodbyejokowi  goodbyejokowi,"['', 'ndang', 'balio', 'neng', 'panggonmu', 'goodbyejokowi', 'goodbyejokowi']","['', 'ndang', 'balio', 'neng', 'panggonmu', 'goodbyejokowi', 'goodbyejokowi']","['', 'ndang', 'balio', 'neng', 'panggon', 'goodbyejokowi', 'goodbyejokowi']"
122,Negatif,selamat pagi   buka hape kenapa yang trending goodbyejokowi  goodbyejokowi  baiknya bikin pernyataan tidak akan menuda pemilu dan cukup   periode saja sesuai undang undang sekarang  masalah selesai dengan manis  lbp diam dan tidak usah bikin gaduh dgn opini diluar tugasnya ,"['selamat', 'pagi', 'buka', 'hape', 'kenapa', 'yang', 'trending', 'goodbyejokowi', 'goodbyejokowi', 'baiknya', 'bikin', 'pernyataan', 'tidak', 'akan', 'menuda', 'pemilu', 'dan', 'cukup', 'periode', 'saja', 'sesuai', 'undang', 'undang', 'sekarang', 'masalah', 'selesai', 'dengan', 'manis', 'lbp', 'diam', 'dan', 'tidak', 'usah', 'bikin', 'gaduh', 'dgn', 'opini', 'diluar', 'tugasnya', '']","['selamat', 'pagi', 'buka', 'hape', 'trending', 'goodbyejokowi', 'goodbyejokowi', 'baiknya', 'bikin', 'pernyataan', 'menuda', 'pemilu', 'periode', 'sesuai', 'undang', 'undang', 'selesai', 'manis', 'lbp', 'diam', 'bikin', 'gaduh', 'dgn', 'opini', 'diluar', 'tugasnya', '']","['selamat', 'pagi', 'buka', 'hape', 'trending', 'goodbyejokowi', 'goodbyejokowi', 'baik', 'bikin', 'nyata', 'menuda', 'milu', 'periode', 'sesuai', 'undang', 'undang', 'selesai', 'manis', 'lbp', 'diam', 'bikin', 'gaduh', 'dgn', 'opini', 'luar', 'tugas', '']"
123,Positif,satu kata  lawan  goodbyejokowi,"['satu', 'kata', 'lawan', 'goodbyejokowi']","['lawan', 'goodbyejokowi']","['lawan', 'goodbyejokowi']"
124,Negatif,wkwkwkw pencitraan mulu  goodbyejokowi  ,"['wkwkwkw', 'pencitraan', 'mulu', 'goodbyejokowi', '']","['wkwkwkw', 'pencitraan', 'mulu', 'goodbyejokowi', '']","['wkwkwkw', 'citra', 'mulu', 'goodbyejokowi', '']"
125,Negatif, lihat kayak gini kok jangan sampai      yaa goodbyejokowi,"['', 'lihat', 'kayak', 'gini', 'kok', 'jangan', 'sampai', 'yaa', 'goodbyejokowi']","['', 'lihat', 'kayak', 'gini', 'yaa', 'goodbyejokowi']","['', 'lihat', 'kayak', 'gin', 'yaa', 'goodbyejokowi']"
126,Negatif,kalo udah sadar  kenapa gak bilang goodbyejokowi,"['kalo', 'udah', 'sadar', 'kenapa', 'gak', 'bilang', 'goodbyejokowi']","['kalo', 'udah', 'sadar', 'gak', 'bilang', 'goodbyejokowi']","['kalo', 'udah', 'sadar', 'gak', 'bilang', 'goodbyejokowi']"
127,Positif,  wkwkwk   ratusan juta             goodbyejokowi,"['', 'wkwkwk', 'ratusan', 'juta', 'goodbyejokowi']","['', 'wkwkwk', 'ratusan', 'juta', 'goodbyejokowi']","['', 'wkwkwk', 'ratus', 'juta', 'goodbyejokowi']"
128,Positif,sedang tren goodbyejokowi,"['sedang', 'tren', 'goodbyejokowi']","['tren', 'goodbyejokowi']","['tren', 'goodbyejokowi']"
129,Negatif,modal pencitraan selfi sana sini priode pertama gagal  priode kedua gagal priode ke   maksa banget  goodbyejokowi  goodbyejokowi,"['modal', 'pencitraan', 'selfi', 'sana', 'sini', 'priode', 'pertama', 'gagal', 'priode', 'kedua', 'gagal', 'priode', 'ke', 'maksa', 'banget', 'goodbyejokowi', 'goodbyejokowi']","['modal', 'pencitraan', 'selfi', 'priode', 'gagal', 'priode', 'gagal', 'priode', 'maksa', 'banget', 'goodbyejokowi', 'goodbyejokowi']","['modal', 'citra', 'selfi', 'priode', 'gagal', 'priode', 'gagal', 'priode', 'maksa', 'banget', 'goodbyejokowi', 'goodbyejokowi']"
130,Negatif,kebodohan yang harus segera diakhiri  just say  goodbyejokowi,"['kebodohan', 'yang', 'harus', 'segera', 'diakhiri', 'just', 'say', 'goodbyejokowi']","['kebodohan', 'just', 'say', 'goodbyejokowi']","['bodoh', 'just', 'say', 'goodbyejokowi']"
131,Negatif,semenjak ada mereka indonesia tidak sedang baik  saja       goodbyejokowi  ,"['semenjak', 'ada', 'mereka', 'indonesia', 'tidak', 'sedang', 'baik', 'saja', 'goodbyejokowi', '']","['semenjak', 'indonesia', 'goodbyejokowi', '']","['semenjak', 'indonesia', 'goodbyejokowi', '']"
132,Positif, semoga menjadi kenyataan   biidznillah    goodbyejokowi,"['', 'semoga', 'menjadi', 'kenyataan', 'biidznillah', 'goodbyejokowi']","['', 'semoga', 'kenyataan', 'biidznillah', 'goodbyejokowi']","['', 'moga', 'nyata', 'biidznillah', 'goodbyejokowi']"
133,Positif,goodbyejokowi  apa kabar,"['goodbyejokowi', 'apa', 'kabar']","['goodbyejokowi', 'kabar']","['goodbyejokowi', 'kabar']"
134,Negatif,sendok  don adam  kalau big data rahasia masak kita dipaksa ikut kudeta konstitusi  lha kok enak    jokowi binatang cebong amel jogja ginting kadrun tarawih ramadhan na pd inisial m ordebrutal goodbyejokowi  kamitolak priode istanasarangmafia  ,"['sendok', 'don', 'adam', 'kalau', 'big', 'data', 'rahasia', 'masak', 'kita', 'dipaksa', 'ikut', 'kudeta', 'konstitusi', 'lha', 'kok', 'enak', 'jokowi', 'binatang', 'cebong', 'amel', 'jogja', 'ginting', 'kadrun', 'tarawih', 'ramadhan', 'na', 'pd', 'inisial', 'm', 'ordebrutal', 'goodbyejokowi', 'kamitolak', 'priode', 'istanasarangmafia', '']","['sendok', 'don', 'adam', 'big', 'data', 'rahasia', 'masak', 'dipaksa', 'kudeta', 'konstitusi', 'lha', 'enak', 'jokowi', 'binatang', 'cebong', 'amel', 'jogja', 'ginting', 'kadrun', 'tarawih', 'ramadhan', 'na', 'pd', 'inisial', 'm', 'ordebrutal', 'goodbyejokowi', 'kamitolak', 'priode', 'istanasarangmafia', '']","['sendok', 'don', 'adam', 'big', 'data', 'rahasia', 'masak', 'paksa', 'kudeta', 'konstitusi', 'lha', 'enak', 'jokowi', 'binatang', 'cebong', 'amel', 'jogja', 'ginting', 'kadrun', 'tarawih', 'ramadhan', 'na', 'pd', 'inisial', 'm', 'ordebrutal', 'goodbyejokowi', 'kamitolak', 'priode', 'istanasarangmafia', '']"
135,Positif,satu lagi alasan buat goodbyejokowi,"['satu', 'lagi', 'alasan', 'buat', 'goodbyejokowi']","['alasan', 'goodbyejokowi']","['alas', 'goodbyejokowi']"
136,Positif, goodbyejokowi  goodbyejokowi  keren neh tagarnya     ,"['', 'goodbyejokowi', 'goodbyejokowi', 'keren', 'neh', 'tagarnya', '']","['', 'goodbyejokowi', 'goodbyejokowi', 'keren', 'neh', 'tagarnya', '']","['', 'goodbyejokowi', 'goodbyejokowi', 'keren', 'neh', 'tagar', '']"
137,Positif,lho kok ada tagar goodbyejokowi emangah ada apahan ya  ,"['lho', 'kok', 'ada', 'tagar', 'goodbyejokowi', 'emangah', 'ada', 'apahan', 'ya', '']","['lho', 'tagar', 'goodbyejokowi', 'emangah', 'apahan', 'ya', '']","['lho', 'tagar', 'goodbyejokowi', 'emangah', 'apahan', 'ya', '']"
138,Positif,si titi  karnataipan  tag goodbyejokowi jogja ordebrutal turu subuh inisial m,"['si', 'titi', 'karnataipan', 'tag', 'goodbyejokowi', 'jogja', 'ordebrutal', 'turu', 'subuh', 'inisial', 'm']","['si', 'titi', 'karnataipan', 'tag', 'goodbyejokowi', 'jogja', 'ordebrutal', 'turu', 'subuh', 'inisial', 'm']","['si', 'titi', 'karnataipan', 'tag', 'goodbyejokowi', 'jogja', 'ordebrutal', 'turu', 'subuh', 'inisial', 'm']"
139,Positif,happy farewell  goodbyejokowi,"['happy', 'farewell', 'goodbyejokowi']","['happy', 'farewell', 'goodbyejokowi']","['happy', 'farewell', 'goodbyejokowi']"
140,Positif,revolusi jg bukan hal tabu    tag goodbyejokowi jogja ordebrutal turu subuh inisial m,"['revolusi', 'jg', 'bukan', 'hal', 'tabu', 'tag', 'goodbyejokowi', 'jogja', 'ordebrutal', 'turu', 'subuh', 'inisial', 'm']","['revolusi', 'jg', 'tabu', 'tag', 'goodbyejokowi', 'jogja', 'ordebrutal', 'turu', 'subuh', 'inisial', 'm']","['revolusi', 'jg', 'tabu', 'tag', 'goodbyejokowi', 'jogja', 'ordebrutal', 'turu', 'subuh', 'inisial', 'm']"
141,Positif,mukidi adalah komedian paoan atas di negeri ini  nyatanya  goodbyejokowi  goodbyejokowi,"['mukidi', 'adalah', 'komedian', 'paoan', 'atas', 'di', 'negeri', 'ini', 'nyatanya', 'goodbyejokowi', 'goodbyejokowi']","['mukidi', 'komedian', 'paoan', 'negeri', 'goodbyejokowi', 'goodbyejokowi']","['mukidi', 'komedian', 'paoan', 'negeri', 'goodbyejokowi', 'goodbyejokowi']"
142,Negatif, goodbyejokowi goodbyejokowi  waduh   kalah perkasa dong    apakah akan disusul dengan lgbt barangkali  ,"['', 'goodbyejokowi', 'goodbyejokowi', 'waduh', 'kalah', 'perkasa', 'dong', 'apakah', 'akan', 'disusul', 'dengan', 'lgbt', 'barangkali', '']","['', 'goodbyejokowi', 'goodbyejokowi', 'kalah', 'perkasa', 'disusul', 'lgbt', 'barangkali', '']","['', 'goodbyejokowi', 'goodbyejokowi', 'kalah', 'perkasa', 'susul', 'lgbt', 'barangkali', '']"
143,Negatif,sadarlah pak  rakyat sdh semakin susah  mana janji  itu  goodbyejokowi since                     utc,"['sadarlah', 'pak', 'rakyat', 'sdh', 'semakin', 'susah', 'mana', 'janji', 'itu', 'goodbyejokowi', 'since', 'utc']","['sadarlah', 'rakyat', 'sdh', 'susah', 'janji', 'goodbyejokowi', 'since', 'utc']","['sadar', 'rakyat', 'sdh', 'susah', 'janji', 'goodbyejokowi', 'since', 'utc']"
144,Negatif,kalau udah ngaak di hargain lagi  baiknya anda mundur  itu lbih terhormat  pak jokowi goodbyejokowi  goodbyejokowi,"['kalau', 'udah', 'ngaak', 'di', 'hargain', 'lagi', 'baiknya', 'anda', 'mundur', 'itu', 'lbih', 'terhormat', 'pak', 'jokowi', 'goodbyejokowi', 'goodbyejokowi']","['udah', 'ngaak', 'hargain', 'baiknya', 'mundur', 'lbih', 'terhormat', 'jokowi', 'goodbyejokowi', 'goodbyejokowi']","['udah', 'ngaak', 'hargain', 'baik', 'mundur', 'lbih', 'hormat', 'jokowi', 'goodbyejokowi', 'goodbyejokowi']"
145,Positif,goodbyejokowi  ,"['goodbyejokowi', '']","['goodbyejokowi', '']","['goodbyejokowi', '']"
146,Negatif,president gagal  listrik naik  solar langka  minyak goreng selangit  pertamax naik tapi pertamina tetap rugi  subsidi di ilangkan semua  di tambah ppn naik masih aja ngotot bikin ikn  gk liat utang segunung  korupsi di jaman dia banyak goodbyejokowi goodbyejokowi  jokowigagal,"['president', 'gagal', 'listrik', 'naik', 'solar', 'langka', 'minyak', 'goreng', 'selangit', 'pertamax', 'naik', 'tapi', 'pertamina', 'tetap', 'rugi', 'subsidi', 'di', 'ilangkan', 'semua', 'di', 'tambah', 'ppn', 'naik', 'masih', 'aja', 'ngotot', 'bikin', 'ikn', 'gk', 'liat', 'utang', 'segunung', 'korupsi', 'di', 'jaman', 'dia', 'banyak', 'goodbyejokowi', 'goodbyejokowi', 'jokowigagal']","['president', 'gagal', 'listrik', 'solar', 'langka', 'minyak', 'goreng', 'selangit', 'pertamax', 'pertamina', 'rugi', 'subsidi', 'ilangkan', 'ppn', 'aja', 'ngotot', 'bikin', 'ikn', 'gk', 'liat', 'utang', 'segunung', 'korupsi', 'jaman', 'goodbyejokowi', 'goodbyejokowi', 'jokowigagal']","['president', 'gagal', 'listrik', 'solar', 'langka', 'minyak', 'goreng', 'langit', 'pertamax', 'pertamina', 'rugi', 'subsidi', 'ilangkan', 'ppn', 'aja', 'ngotot', 'bikin', 'ikn', 'gk', 'liat', 'utang', 'gunung', 'korupsi', 'jaman', 'goodbyejokowi', 'goodbyejokowi', 'jokowigagal']"
147,Positif, suka           ikutan ya  goodbyejokowi goodbyepresidenku,"['', 'suka', 'ikutan', 'ya', 'goodbyejokowi', 'goodbyepresidenku']","['', 'suka', 'ikutan', 'ya', 'goodbyejokowi', 'goodbyepresidenku']","['', 'suka', 'ikut', 'ya', 'goodbyejokowi', 'goodbyepresidenku']"
148,Negatif, mohon maaf kita dulu ber ikrar tritura  jutaan elemen  amp  mahasiswa tentu ga pernah lupa betapa pemimpin bermental diktator pro pki akhirny brhsil kami tumbangkn akankh tgl    terwujud tritura jilid ii  semoga   goodbyejokowi,"['', 'mohon', 'maaf', 'kita', 'dulu', 'ber', 'ikrar', 'tritura', 'jutaan', 'elemen', 'amp', 'mahasiswa', 'tentu', 'ga', 'pernah', 'lupa', 'betapa', 'pemimpin', 'bermental', 'diktator', 'pro', 'pki', 'akhirny', 'brhsil', 'kami', 'tumbangkn', 'akankh', 'tgl', 'terwujud', 'tritura', 'jilid', 'ii', 'semoga', 'goodbyejokowi']","['', 'mohon', 'maaf', 'ber', 'ikrar', 'tritura', 'jutaan', 'elemen', 'amp', 'mahasiswa', 'ga', 'lupa', 'betapa', 'pemimpin', 'bermental', 'diktator', 'pro', 'pki', 'akhirny', 'brhsil', 'tumbangkn', 'akankh', 'tgl', 'terwujud', 'tritura', 'jilid', 'ii', 'semoga', 'goodbyejokowi']","['', 'mohon', 'maaf', 'ber', 'ikrar', 'tritura', 'juta', 'elemen', 'amp', 'mahasiswa', 'ga', 'lupa', 'betapa', 'pimpin', 'mental', 'diktator', 'pro', 'pki', 'akhirny', 'brhsil', 'tumbangkn', 'akankh', 'tgl', 'wujud', 'tritura', 'jilid', 'ii', 'moga', 'goodbyejokowi']"
